reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
93;2021-03-23-2021-03-29;0;15608;53.7;13365;85.6;470;3;939;6;834;5.3
93;2021-03-24-2021-03-30;0;15902;52.9;13828;87;498;3.1;763;4.8;813;5.1
93;2021-03-25-2021-03-31;0;15872;52.3;13839;87.2;511;3.2;721;4.5;801;5
93;2021-03-26-2021-04-01;0;15754;51.8;13827;87.8;498;3.2;676;4.3;753;4.8
93;2021-03-27-2021-04-02;0;16006;52.2;14140;88.3;509;3.2;640;4;717;4.5
93;2021-03-28-2021-04-03;0;16020;52.3;14190;88.6;496;3.1;639;4;695;4.3
93;2021-03-29-2021-04-04;0;16027;52.2;14202;88.6;510;3.2;622;3.9;693;4.3
93;2021-03-30-2021-04-05;0;12604;50.5;11195;88.8;412;3.3;472;3.7;525;4.2
93;2021-03-31-2021-04-06;0;13363;50.5;11967;89.6;414;3.1;466;3.5;516;3.9
93;2021-04-01-2021-04-07;0;13454;50.9;12092;89.9;409;3;491;3.6;462;3.4
93;2021-04-02-2021-04-08;0;13368;51.6;12041;90.1;408;3.1;490;3.7;429;3.2
93;2021-04-03-2021-04-09;0;12922;51.4;11650;90.2;378;2.9;496;3.8;398;3.1
93;2021-04-04-2021-04-10;0;12888;51.6;11637;90.3;369;2.9;498;3.9;384;3
93;2021-04-05-2021-04-11;0;12891;51.6;11650;90.4;352;2.7;509;3.9;380;2.9
93;2021-04-06-2021-04-12;0;15437;52.4;13936;90.3;408;2.6;638;4.1;455;2.9
93;2021-04-07-2021-04-13;0;14002;52.8;12584;89.9;377;2.7;621;4.4;420;3
93;2021-04-08-2021-04-14;0;13231;52.1;11802;89.2;376;2.8;617;4.7;436;3.3
93;2021-04-09-2021-04-15;0;12749;51.3;11326;88.8;365;2.9;643;5;415;3.3
93;2021-04-10-2021-04-16;0;12545;51.2;11154;88.9;334;2.7;674;5.4;383;3.1
93;2021-04-11-2021-04-17;0;12272;51;10879;88.6;327;2.7;685;5.6;381;3.1
93;2021-04-12-2021-04-18;0;12213;51;10806;88.5;332;2.7;695;5.7;380;3.1
93;2021-04-13-2021-04-19;0;11865;50.4;10475;88.3;350;2.9;697;5.9;343;2.9
93;2021-04-14-2021-04-20;0;11566;49.7;10210;88.3;335;2.9;707;6.1;314;2.7
93;2021-04-15-2021-04-21;0;11437;49.3;10158;88.8;314;2.7;674;5.9;291;2.5
93;2021-04-16-2021-04-22;0;11250;49;10010;89;306;2.7;667;5.9;267;2.4
93;2021-04-17-2021-04-23;0;10689;48;9504;88.9;325;3;611;5.7;249;2.3
93;2021-04-18-2021-04-24;0;10616;48.1;9451;89;328;3.1;599;5.6;238;2.2
93;2021-04-19-2021-04-25;0;10586;48.1;9443;89.2;317;3;591;5.6;235;2.2
93;2021-04-20-2021-04-26;0;10143;48.1;9114;89.9;280;2.8;541;5.3;208;2.1
93;2021-04-21-2021-04-27;0;9774;47.7;8786;89.9;276;2.8;531;5.4;181;1.9
93;2021-04-22-2021-04-28;0;9178;47.2;8253;89.9;261;2.8;512;5.6;152;1.7
93;2021-04-23-2021-04-29;0;8534;46.9;7701;90.2;244;2.9;455;5.3;134;1.6
93;2021-04-24-2021-04-30;0;8133;46.6;7304;89.8;221;2.7;475;5.8;133;1.6
93;2021-04-25-2021-05-01;0;7590;47.4;6812;89.7;203;2.7;446;5.9;129;1.7
93;2021-04-26-2021-05-02;0;7561;47.7;6796;89.9;205;2.7;434;5.7;126;1.7
93;2021-04-27-2021-05-03;0;7121;48.2;6304;88.5;193;2.7;468;6.6;156;2.2
93;2021-04-28-2021-05-04;0;6650;48.1;5873;88.3;182;2.7;440;6.6;155;2.3
93;2021-04-29-2021-05-05;0;6353;48.5;5590;88;170;2.7;437;6.9;156;2.5
93;2021-04-30-2021-05-06;0;6093;48.7;5333;87.5;166;2.7;440;7.2;154;2.5
93;2021-05-01-2021-05-07;0;5668;49.3;4956;87.4;153;2.7;418;7.4;141;2.5
93;2021-05-02-2021-05-08;0;5630;49.1;4912;87.2;155;2.8;424;7.5;139;2.5
93;2021-05-03-2021-05-09;0;5610;49.5;4883;87;154;2.7;427;7.6;146;2.6
93;2021-05-04-2021-05-10;0;4859;48.3;4221;86.9;139;2.9;366;7.5;133;2.7
93;2021-05-05-2021-05-11;0;4516;48.6;3902;86.4;123;2.7;344;7.6;147;3.3
93;2021-05-06-2021-05-12;0;4243;48.1;3671;86.5;116;2.7;324;7.6;132;3.1
93;2021-05-07-2021-05-13;0;3474;47.1;2994;86.2;92;2.6;269;7.7;119;3.4
93;2021-05-08-2021-05-14;0;3260;45.7;2838;87.1;79;2.4;220;6.7;123;3.8
93;2021-05-09-2021-05-15;0;3367;45.8;2939;87.3;86;2.6;212;6.3;130;3.9
93;2021-05-10-2021-05-16;0;3305;45.4;2893;87.5;88;2.7;202;6.1;122;3.7
93;2021-05-11-2021-05-17;0;2868;42.5;2533;88.3;97;3.4;155;5.4;83;2.9
44;2021-02-12-2021-02-18;09;396;63.7;124;31.3;63;15.9;68;17.2;141;35.6
44;2021-02-12-2021-02-18;19;1045;59.4;268;25.6;208;19.9;140;13.4;429;41.1
44;2021-02-12-2021-02-18;29;1028;54.9;320;31.1;222;21.6;89;8.7;397;38.6
44;2021-02-12-2021-02-18;39;1057;56.6;321;30.4;190;18;102;9.6;444;42
44;2021-02-12-2021-02-18;49;964;55.4;278;28.8;162;16.8;104;10.8;420;43.6
44;2021-02-12-2021-02-18;59;912;57.1;240;26.3;167;18.3;87;9.5;418;45.8
44;2021-02-12-2021-02-18;69;611;54.6;159;26;101;16.5;68;11.1;283;46.3
44;2021-02-12-2021-02-18;79;427;55.5;85;19.9;61;14.3;57;13.3;224;52.5
44;2021-02-12-2021-02-18;89;372;57.1;63;16.9;56;15.1;54;14.5;199;53.5
44;2021-02-12-2021-02-18;90;200;63.9;35;17.5;20;10;23;11.5;122;61
44;2021-02-13-2021-02-19;09;367;60.3;119;32.4;52;14.2;74;20.2;122;33.2
44;2021-02-13-2021-02-19;19;1023;57.3;261;25.5;200;19.6;138;13.5;424;41.4
44;2021-02-13-2021-02-19;29;1023;52.6;327;32;210;20.5;102;10;384;37.5
44;2021-02-13-2021-02-19;39;999;53.9;311;31.1;177;17.7;105;10.5;406;40.6
44;2021-02-13-2021-02-19;49;954;53.3;287;30.1;159;16.7;100;10.5;408;42.8
44;2021-02-13-2021-02-19;59;884;54;243;27.5;164;18.6;85;9.6;392;44.3
44;2021-02-13-2021-02-19;69;602;53;156;25.9;107;17.8;73;12.1;266;44.2
44;2021-02-13-2021-02-19;79;404;53;80;19.8;64;15.8;57;14.1;203;50.2
44;2021-02-13-2021-02-19;89;362;56.9;65;18;58;16;55;15.2;184;50.8
44;2021-02-13-2021-02-19;90;189;62.4;33;17.5;28;14.8;17;9;111;58.7
44;2021-02-14-2021-02-20;09;367;61.7;119;32.4;57;15.5;65;17.7;126;34.3
44;2021-02-14-2021-02-20;19;1013;57.5;277;27.3;202;19.9;125;12.3;409;40.4
44;2021-02-14-2021-02-20;29;1020;52.7;335;32.8;213;20.9;95;9.3;377;37
44;2021-02-14-2021-02-20;39;991;53.8;320;32.3;177;17.9;93;9.4;401;40.5
44;2021-02-14-2021-02-20;49;969;53.4;318;32.8;155;16;99;10.2;397;41
44;2021-02-14-2021-02-20;59;887;54.3;266;30;162;18.3;77;8.7;382;43.1
44;2021-02-14-2021-02-20;69;588;51.4;169;28.7;101;17.2;66;11.2;252;42.9
44;2021-02-14-2021-02-20;79;430;54.1;91;21.2;67;15.6;56;13;216;50.2
44;2021-02-14-2021-02-20;89;373;58.2;70;18.8;65;17.4;52;13.9;186;49.9
44;2021-02-14-2021-02-20;90;184;62;35;19;26;14.1;17;9.2;106;57.6
44;2021-02-15-2021-02-21;09;372;62;120;32.3;60;16.1;65;17.5;127;34.1
44;2021-02-15-2021-02-21;19;1019;57.6;278;27.3;205;20.1;127;12.5;409;40.1
44;2021-02-15-2021-02-21;29;1017;52.5;334;32.8;211;20.7;93;9.1;379;37.3
44;2021-02-15-2021-02-21;39;994;54.2;325;32.7;174;17.5;92;9.3;403;40.5
44;2021-02-15-2021-02-21;49;972;53.5;322;33.1;153;15.7;100;10.3;397;40.8
44;2021-02-15-2021-02-21;59;891;54.5;272;30.5;164;18.4;76;8.5;379;42.5
44;2021-02-15-2021-02-21;69;583;51.1;170;29.2;99;17;65;11.1;249;42.7
44;2021-02-15-2021-02-21;79;426;53.9;91;21.4;68;16;56;13.1;211;49.5
44;2021-02-15-2021-02-21;89;375;58.4;72;19.2;66;17.6;53;14.1;184;49.1
44;2021-02-15-2021-02-21;90;182;62.1;33;18.1;27;14.8;17;9.3;105;57.7
44;2021-02-16-2021-02-22;09;342;61.5;121;35.4;53;15.5;48;14;120;35.1
44;2021-02-16-2021-02-22;19;1009;57.7;293;29;193;19.1;118;11.7;405;40.1
44;2021-02-16-2021-02-22;29;1030;53;375;36.4;213;20.7;94;9.1;348;33.8
44;2021-02-16-2021-02-22;39;994;54.4;352;35.4;173;17.4;90;9.1;379;38.1
44;2021-02-16-2021-02-22;49;971;53.8;350;36;154;15.9;94;9.7;373;38.4
44;2021-02-16-2021-02-22;59;937;55.2;323;34.5;172;18.4;76;8.1;366;39.1
44;2021-02-16-2021-02-22;69;570;51.4;183;32.1;97;17;56;9.8;234;41.1
44;2021-02-16-2021-02-22;79;425;51.8;109;25.6;75;17.6;46;10.8;195;45.9
44;2021-02-16-2021-02-22;89;342;54.8;76;22.2;54;15.8;49;14.3;163;47.7
44;2021-02-16-2021-02-22;90;159;56.8;35;22;23;14.5;16;10.1;85;53.5
44;2021-02-17-2021-02-23;09;339;62.4;119;35.1;57;16.8;44;13;119;35.1
44;2021-02-17-2021-02-23;19;1014;59.8;319;31.5;196;19.3;112;11;387;38.2
44;2021-02-17-2021-02-23;29;1124;55.7;425;37.8;242;21.5;91;8.1;366;32.6
44;2021-02-17-2021-02-23;39;1040;56.5;372;35.8;212;20.4;95;9.1;361;34.7
44;2021-02-17-2021-02-23;49;1015;56.8;375;36.9;184;18.1;90;8.9;366;36.1
44;2021-02-17-2021-02-23;59;971;56.7;353;36.4;196;20.2;74;7.6;348;35.8
44;2021-02-17-2021-02-23;69;640;55.1;221;34.5;113;17.7;56;8.8;250;39.1
44;2021-02-17-2021-02-23;79;426;53;111;26.1;79;18.5;52;12.2;184;43.2
44;2021-02-17-2021-02-23;89;320;54.7;73;22.8;53;16.6;51;15.9;143;44.7
44;2021-02-17-2021-02-23;90;151;56.6;30;19.9;22;14.6;13;8.6;86;57
44;2021-02-18-2021-02-24;09;323;63.1;119;36.8;54;16.7;34;10.5;116;35.9
44;2021-02-18-2021-02-24;19;1042;61.4;355;34.1;209;20.1;92;8.8;386;37
44;2021-02-18-2021-02-24;29;1151;57.1;434;37.7;251;21.8;93;8.1;373;32.4
44;2021-02-18-2021-02-24;39;1077;57.8;402;37.3;223;20.7;90;8.4;362;33.6
44;2021-02-18-2021-02-24;49;1051;59.2;399;38;213;20.3;82;7.8;357;34
44;2021-02-18-2021-02-24;59;992;57.9;379;38.2;211;21.3;65;6.6;337;34
44;2021-02-18-2021-02-24;69;663;56.9;239;36;129;19.5;54;8.1;241;36.3
44;2021-02-18-2021-02-24;79;458;55.4;143;31.2;82;17.9;47;10.3;186;40.6
44;2021-02-18-2021-02-24;89;333;57;79;23.7;59;17.7;46;13.8;149;44.7
44;2021-02-18-2021-02-24;90;145;57.1;32;22.1;21;14.5;11;7.6;81;55.9
44;2021-02-19-2021-02-25;09;330;66.5;120;36.4;59;17.9;35;10.6;116;35.2
44;2021-02-19-2021-02-25;19;1038;64.2;376;36.2;223;21.5;81;7.8;358;34.5
44;2021-02-19-2021-02-25;29;1195;59.3;465;38.9;264;22.1;90;7.5;376;31.5
44;2021-02-19-2021-02-25;39;1131;60.1;436;38.5;247;21.8;91;8;357;31.6
44;2021-02-19-2021-02-25;49;1079;62;433;40.1;231;21.4;73;6.8;342;31.7
44;2021-02-19-2021-02-25;59;1045;60.7;401;38.4;241;23.1;63;6;340;32.5
44;2021-02-19-2021-02-25;69;707;60.1;271;38.3;136;19.2;59;8.3;241;34.1
44;2021-02-19-2021-02-25;79;466;57.2;156;33.5;83;17.8;42;9;185;39.7
44;2021-02-19-2021-02-25;89;330;57.6;80;24.2;59;17.9;42;12.7;149;45.2
44;2021-02-19-2021-02-25;90;151;59.2;30;19.9;22;14.6;12;7.9;87;57.6
44;2021-02-20-2021-02-26;09;372;70.2;133;35.8;89;23.9;34;9.1;116;31.2
44;2021-02-20-2021-02-26;19;1087;67.6;405;37.3;253;23.3;100;9.2;329;30.3
44;2021-02-20-2021-02-26;29;1239;62.3;498;40.2;293;23.6;81;6.5;367;29.6
44;2021-02-20-2021-02-26;39;1243;64.1;497;40;285;22.9;93;7.5;368;29.6
44;2021-02-20-2021-02-26;49;1129;65.7;454;40.2;246;21.8;76;6.7;353;31.3
44;2021-02-20-2021-02-26;59;1122;64.2;431;38.4;267;23.8;69;6.1;355;31.6
44;2021-02-20-2021-02-26;69;738;62.3;309;41.9;139;18.8;57;7.7;233;31.6
44;2021-02-20-2021-02-26;79;509;61.4;177;34.8;99;19.4;40;7.9;193;37.9
44;2021-02-20-2021-02-26;89;358;60.2;96;26.8;67;18.7;41;11.5;154;43
44;2021-02-20-2021-02-26;90;151;57.9;39;25.8;20;13.2;11;7.3;81;53.6
44;2021-02-21-2021-02-27;09;370;71.4;138;37.3;89;24.1;36;9.7;107;28.9
44;2021-02-21-2021-02-27;19;1104;68.8;418;37.9;259;23.5;104;9.4;323;29.3
44;2021-02-21-2021-02-27;29;1276;63.7;534;41.8;309;24.2;81;6.3;352;27.6
44;2021-02-21-2021-02-27;39;1270;64.8;506;39.8;304;23.9;92;7.2;368;29
44;2021-02-21-2021-02-27;49;1182;67;464;39.3;275;23.3;76;6.4;367;31
44;2021-02-21-2021-02-27;59;1146;65.5;439;38.3;287;25;74;6.5;346;30.2
44;2021-02-21-2021-02-27;69;758;63.6;312;41.2;154;20.3;59;7.8;233;30.7
44;2021-02-21-2021-02-27;79;523;62.3;185;35.4;103;19.7;41;7.8;194;37.1
44;2021-02-21-2021-02-27;89;359;60.2;104;29;65;18.1;43;12;147;40.9
44;2021-02-21-2021-02-27;90;157;59.7;39;24.8;24;15.3;11;7;83;52.9
44;2021-02-22-2021-02-28;09;367;70.8;138;37.6;86;23.4;37;10.1;106;28.9
44;2021-02-22-2021-02-28;19;1096;68.7;415;37.9;255;23.3;102;9.3;324;29.6
44;2021-02-22-2021-02-28;29;1285;64;537;41.8;311;24.2;82;6.4;355;27.6
44;2021-02-22-2021-02-28;39;1281;65.2;510;39.8;308;24;93;7.3;370;28.9
44;2021-02-22-2021-02-28;49;1178;66.8;460;39;274;23.3;76;6.5;368;31.2
44;2021-02-22-2021-02-28;59;1151;65.6;437;38;289;25.1;74;6.4;351;30.5
44;2021-02-22-2021-02-28;69;764;63.6;313;41;158;20.7;59;7.7;234;30.6
44;2021-02-22-2021-02-28;79;520;61.8;186;35.8;102;19.6;40;7.7;192;36.9
44;2021-02-22-2021-02-28;89;365;60.7;110;30.1;65;17.8;42;11.5;148;40.5
44;2021-02-22-2021-02-28;90;162;59.3;40;24.7;26;16;13;8;83;51.2
44;2021-02-23-2021-03-01;09;371;73.5;151;40.7;80;21.6;40;10.8;100;27
44;2021-02-23-2021-03-01;19;1137;71.4;466;41;273;24;94;8.3;304;26.7
44;2021-02-23-2021-03-01;29;1281;66.3;554;43.2;298;23.3;84;6.6;345;26.9
44;2021-02-23-2021-03-01;39;1315;67.4;556;42.3;307;23.3;96;7.3;356;27.1
44;2021-02-23-2021-03-01;49;1242;69.5;509;41;289;23.3;86;6.9;358;28.8
44;2021-02-23-2021-03-01;59;1164;68.8;462;39.7;293;25.2;85;7.3;324;27.8
44;2021-02-23-2021-03-01;69;805;65.4;344;42.7;175;21.7;58;7.2;228;28.3
44;2021-02-23-2021-03-01;79;522;64.9;188;36;104;19.9;45;8.6;185;35.4
44;2021-02-23-2021-03-01;89;360;62.8;116;32.2;63;17.5;43;11.9;138;38.3
44;2021-02-23-2021-03-01;90;153;61;42;27.5;29;19;12;7.8;70;45.8
44;2021-02-24-2021-03-02;09;366;70.4;164;44.8;76;20.8;37;10.1;89;24.3
44;2021-02-24-2021-03-02;19;1093;69;480;43.9;244;22.3;90;8.2;279;25.5
44;2021-02-24-2021-03-02;29;1227;64.4;564;46;262;21.4;92;7.5;309;25.2
44;2021-02-24-2021-03-02;39;1278;66.2;578;45.2;284;22.2;89;7;327;25.6
44;2021-02-24-2021-03-02;49;1198;66.9;526;43.9;254;21.2;88;7.3;330;27.5
44;2021-02-24-2021-03-02;59;1130;67.3;467;41.3;266;23.5;93;8.2;304;26.9
44;2021-02-24-2021-03-02;69;798;63.9;359;45;166;20.8;63;7.9;210;26.3
44;2021-02-24-2021-03-02;79;524;63;206;39.3;101;19.3;39;7.4;178;34
44;2021-02-24-2021-03-02;89;365;62.9;129;35.3;71;19.5;38;10.4;127;34.8
44;2021-02-24-2021-03-02;90;158;64.8;50;31.6;32;20.3;16;10.1;60;38
44;2021-02-25-2021-03-03;09;371;69.5;174;46.9;74;19.9;39;10.5;84;22.6
44;2021-02-25-2021-03-03;19;1043;67.4;490;47;217;20.8;91;8.7;245;23.5
44;2021-02-25-2021-03-03;29;1186;62.2;592;49.9;221;18.6;80;6.7;293;24.7
44;2021-02-25-2021-03-03;39;1256;65.9;585;46.6;264;21;93;7.4;314;25
44;2021-02-25-2021-03-03;49;1189;65.8;561;47.2;226;19;91;7.7;311;26.2
44;2021-02-25-2021-03-03;59;1124;65.8;478;42.5;264;23.5;91;8.1;291;25.9
44;2021-02-25-2021-03-03;69;761;62.7;357;46.9;148;19.4;57;7.5;199;26.1
44;2021-02-25-2021-03-03;79;507;61.2;202;39.8;98;19.3;39;7.7;168;33.1
44;2021-02-25-2021-03-03;89;341;59.6;130;38.1;64;18.8;34;10;113;33.1
44;2021-02-25-2021-03-03;90;146;56.8;48;32.9;35;24;15;10.3;48;32.9
44;2021-02-26-2021-03-04;09;362;68.8;184;50.8;69;19.1;35;9.7;74;20.4
44;2021-02-26-2021-03-04;19;1042;66.6;512;49.1;199;19.1;84;8.1;247;23.7
44;2021-02-26-2021-03-04;29;1155;61;610;52.8;204;17.7;74;6.4;267;23.1
44;2021-02-26-2021-03-04;39;1203;64.5;578;48;237;19.7;90;7.5;298;24.8
44;2021-02-26-2021-03-04;49;1173;64.2;574;48.9;213;18.2;88;7.5;298;25.4
44;2021-02-26-2021-03-04;59;1086;63.7;485;44.7;242;22.3;95;8.7;264;24.3
44;2021-02-26-2021-03-04;69;750;60.7;358;47.7;144;19.2;51;6.8;197;26.3
44;2021-02-26-2021-03-04;79;489;59.6;196;40.1;95;19.4;33;6.7;165;33.7
44;2021-02-26-2021-03-04;89;337;58.3;135;40.1;63;18.7;29;8.6;110;32.6
44;2021-02-26-2021-03-04;90;137;55.5;51;37.2;32;23.4;15;10.9;39;28.5
44;2021-02-27-2021-03-05;09;345;65.2;173;50.1;51;14.8;41;11.9;80;23.2
44;2021-02-27-2021-03-05;19;999;64;522;52.3;163;16.3;67;6.7;247;24.7
44;2021-02-27-2021-03-05;29;1114;59.2;622;55.8;168;15.1;71;6.4;253;22.7
44;2021-02-27-2021-03-05;39;1148;62;578;50.3;204;17.8;87;7.6;279;24.3
44;2021-02-27-2021-03-05;49;1131;61;578;51.1;193;17.1;95;8.4;265;23.4
44;2021-02-27-2021-03-05;59;1039;61.4;486;46.8;217;20.9;98;9.4;238;22.9
44;2021-02-27-2021-03-05;69;745;58.2;366;49.1;148;19.9;47;6.3;184;24.7
44;2021-02-27-2021-03-05;79;492;57;214;43.5;91;18.5;36;7.3;151;30.7
44;2021-02-27-2021-03-05;89;317;57.5;136;42.9;54;17;26;8.2;101;31.9
44;2021-02-27-2021-03-05;90;127;55.2;46;36.2;29;22.8;15;11.8;37;29.1
44;2021-02-28-2021-03-06;09;337;62.8;170;50.4;50;14.8;38;11.3;79;23.4
44;2021-02-28-2021-03-06;19;995;62.6;536;53.9;153;15.4;66;6.6;240;24.1
44;2021-02-28-2021-03-06;29;1109;57.7;628;56.6;148;13.3;76;6.9;257;23.2
44;2021-02-28-2021-03-06;39;1138;60.8;588;51.7;191;16.8;84;7.4;275;24.2
44;2021-02-28-2021-03-06;49;1093;58.9;590;54;174;15.9;90;8.2;239;21.9
44;2021-02-28-2021-03-06;59;1037;59.9;494;47.6;202;19.5;97;9.4;244;23.5
44;2021-02-28-2021-03-06;69;731;56.8;373;51;138;18.9;44;6;176;24.1
44;2021-02-28-2021-03-06;79;477;55.6;213;44.7;88;18.4;39;8.2;137;28.7
44;2021-02-28-2021-03-06;89;310;55.9;131;42.3;57;18.4;24;7.7;98;31.6
44;2021-02-28-2021-03-06;90;125;54.3;46;36.8;30;24;15;12;34;27.2
44;2021-03-01-2021-03-07;09;338;62.7;171;50.6;50;14.8;37;10.9;80;23.7
44;2021-03-01-2021-03-07;19;1000;62.5;542;54.2;153;15.3;66;6.6;239;23.9
44;2021-03-01-2021-03-07;29;1107;57.3;632;57.1;146;13.2;76;6.9;253;22.9
44;2021-03-01-2021-03-07;39;1124;60;582;51.8;186;16.5;83;7.4;273;24.3
44;2021-03-01-2021-03-07;49;1090;58.9;592;54.3;174;16;88;8.1;236;21.7
44;2021-03-01-2021-03-07;59;1033;59.7;495;47.9;198;19.2;99;9.6;241;23.3
44;2021-03-01-2021-03-07;69;733;57;376;51.3;137;18.7;46;6.3;174;23.7
44;2021-03-01-2021-03-07;79;486;56.5;220;45.3;85;17.5;41;8.4;140;28.8
44;2021-03-01-2021-03-07;89;314;57;135;43;58;18.5;23;7.3;98;31.2
44;2021-03-01-2021-03-07;90;121;55;46;38;27;22.3;13;10.7;35;28.9
44;2021-03-02-2021-03-08;09;351;64.2;181;51.6;62;17.7;33;9.4;75;21.4
44;2021-03-02-2021-03-08;19;1000;60.8;571;57.1;129;12.9;70;7;230;23
44;2021-03-02-2021-03-08;29;1177;57.5;694;59;157;13.3;78;6.6;248;21.1
44;2021-03-02-2021-03-08;39;1133;60.2;612;54;172;15.2;79;7;270;23.8
44;2021-03-02-2021-03-08;49;1101;58.7;643;58.4;159;14.4;87;7.9;212;19.3
44;2021-03-02-2021-03-08;59;1020;59.3;505;49.5;191;18.7;92;9;232;22.7
44;2021-03-02-2021-03-08;69;725;57;391;53.9;121;16.7;52;7.2;161;22.2
44;2021-03-02-2021-03-08;79;480;55.7;234;48.8;86;17.9;35;7.3;125;26
44;2021-03-02-2021-03-08;89;340;58.5;159;46.8;71;20.9;20;5.9;90;26.5
44;2021-03-02-2021-03-08;90;138;58.7;53;38.4;26;18.8;21;15.2;38;27.5
44;2021-03-03-2021-03-09;09;376;67.1;195;51.9;69;18.4;35;9.3;77;20.5
44;2021-03-03-2021-03-09;19;1085;63.2;623;57.4;140;12.9;73;6.7;249;22.9
44;2021-03-03-2021-03-09;29;1218;59.7;717;58.9;177;14.5;81;6.7;243;20
44;2021-03-03-2021-03-09;39;1151;60.8;625;54.3;167;14.5;84;7.3;275;23.9
44;2021-03-03-2021-03-09;49;1135;60.6;657;57.9;173;15.2;84;7.4;221;19.5
44;2021-03-03-2021-03-09;59;1080;61;548;50.7;209;19.4;87;8.1;236;21.9
44;2021-03-03-2021-03-09;69;747;57.8;412;55.2;119;15.9;54;7.2;162;21.7
44;2021-03-03-2021-03-09;79;482;56.9;241;50;90;18.7;36;7.5;115;23.9
44;2021-03-03-2021-03-09;89;364;60.6;173;47.5;74;20.3;22;6;95;26.1
44;2021-03-03-2021-03-09;90;136;57.6;56;41.2;23;16.9;20;14.7;37;27.2
44;2021-03-04-2021-03-10;09;410;70.4;210;51.2;80;19.5;45;11;75;18.3
44;2021-03-04-2021-03-10;19;1164;64.7;669;57.5;155;13.3;75;6.4;265;22.8
44;2021-03-04-2021-03-10;29;1257;61;744;59.2;195;15.5;87;6.9;231;18.4
44;2021-03-04-2021-03-10;39;1182;61.6;653;55.2;181;15.3;82;6.9;266;22.5
44;2021-03-04-2021-03-10;49;1181;62;670;56.7;196;16.6;88;7.5;227;19.2
44;2021-03-04-2021-03-10;59;1112;61.9;567;51;216;19.4;96;8.6;233;21
44;2021-03-04-2021-03-10;69;801;58.9;436;54.4;134;16.7;64;8;167;20.8
44;2021-03-04-2021-03-10;79;475;57.6;240;50.5;93;19.6;38;8;104;21.9
44;2021-03-04-2021-03-10;89;395;62.6;198;50.1;75;19;28;7.1;94;23.8
44;2021-03-04-2021-03-10;90;146;61.6;65;44.5;23;15.8;21;14.4;37;25.3
44;2021-03-05-2021-03-11;09;450;71.9;230;51.1;85;18.9;58;12.9;77;17.1
44;2021-03-05-2021-03-11;19;1232;66.6;724;58.8;170;13.8;80;6.5;258;20.9
44;2021-03-05-2021-03-11;29;1308;61.9;767;58.6;202;15.4;101;7.7;238;18.2
44;2021-03-05-2021-03-11;39;1262;63.1;709;56.2;195;15.5;94;7.4;264;20.9
44;2021-03-05-2021-03-11;49;1230;63.6;695;56.5;205;16.7;102;8.3;228;18.5
44;2021-03-05-2021-03-11;59;1189;64.2;624;52.5;224;18.8;101;8.5;240;20.2
44;2021-03-05-2021-03-11;69;841;60.5;464;55.2;146;17.4;77;9.2;154;18.3
44;2021-03-05-2021-03-11;79;539;61.3;278;51.6;112;20.8;49;9.1;100;18.6
44;2021-03-05-2021-03-11;89;409;65.7;209;51.1;77;18.8;29;7.1;94;23
44;2021-03-05-2021-03-11;90;148;62.7;66;44.6;23;15.5;22;14.9;37;25
44;2021-03-06-2021-03-12;09;486;74.7;262;53.9;98;20.2;57;11.7;69;14.2
44;2021-03-06-2021-03-12;19;1294;67.7;779;60.2;183;14.1;86;6.6;246;19
44;2021-03-06-2021-03-12;29;1350;62.4;808;59.9;219;16.2;104;7.7;219;16.2
44;2021-03-06-2021-03-12;39;1314;64.7;748;56.9;215;16.4;94;7.2;257;19.6
44;2021-03-06-2021-03-12;49;1293;65.7;739;57.2;230;17.8;100;7.7;224;17.3
44;2021-03-06-2021-03-12;59;1259;65.1;670;53.2;244;19.4;112;8.9;233;18.5
44;2021-03-06-2021-03-12;69;850;62.7;469;55.2;144;16.9;84;9.9;153;18
44;2021-03-06-2021-03-12;79;535;63.3;287;53.6;103;19.3;49;9.2;96;17.9
44;2021-03-06-2021-03-12;89;427;65.2;220;51.5;80;18.7;36;8.4;91;21.3
44;2021-03-06-2021-03-12;90;149;63.9;67;45;26;17.4;21;14.1;35;23.5
44;2021-03-07-2021-03-13;09;516;75.7;283;54.8;103;20;61;11.8;69;13.4
44;2021-03-07-2021-03-13;19;1342;68.6;801;59.7;194;14.5;90;6.7;257;19.2
44;2021-03-07-2021-03-13;29;1367;63.3;809;59.2;237;17.3;104;7.6;217;15.9
44;2021-03-07-2021-03-13;39;1362;66.1;789;57.9;219;16.1;103;7.6;251;18.4
44;2021-03-07-2021-03-13;49;1310;67.1;741;56.6;233;17.8;107;8.2;229;17.5
44;2021-03-07-2021-03-13;59;1325;66;724;54.6;258;19.5;113;8.5;230;17.4
44;2021-03-07-2021-03-13;69;889;64;492;55.3;150;16.9;87;9.8;160;18
44;2021-03-07-2021-03-13;79;558;64.3;312;55.9;106;19;45;8.1;95;17
44;2021-03-07-2021-03-13;89;435;67.2;228;52.4;75;17.2;40;9.2;92;21.1
44;2021-03-07-2021-03-13;90;154;65.3;72;46.8;21;13.6;25;16.2;36;23.4
