reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
53;2021-04-06-2021-04-12;39;672;61.4;592;88.1;16;2.4;49;7.3;15;2.2
53;2021-04-06-2021-04-12;49;815;64.2;718;88.1;14;1.7;62;7.6;21;2.6
53;2021-04-06-2021-04-12;59;645;64.2;549;85.1;23;3.6;46;7.1;27;4.2
53;2021-04-06-2021-04-12;69;410;62.6;332;81;19;4.6;38;9.3;21;5.1
53;2021-04-06-2021-04-12;79;258;64.5;228;88.4;7;2.7;14;5.4;9;3.5
53;2021-04-06-2021-04-12;89;128;63.4;101;78.9;4;3.1;17;13.3;6;4.7
53;2021-04-06-2021-04-12;90;63;66.3;48;76.2;2;3.2;11;17.5;2;3.2
53;2021-04-07-2021-04-13;09;226;61.1;191;84.5;4;1.8;25;11.1;6;2.7
53;2021-04-07-2021-04-13;19;808;61.7;711;88;17;2.1;54;6.7;26;3.2
53;2021-04-07-2021-04-13;29;827;61.3;708;85.6;27;3.3;70;8.5;22;2.7
53;2021-04-07-2021-04-13;39;644;59.6;564;87.6;17;2.6;48;7.5;15;2.3
53;2021-04-07-2021-04-13;49;771;62.4;689;89.4;11;1.4;56;7.3;15;1.9
53;2021-04-07-2021-04-13;59;587;61.7;494;84.2;25;4.3;44;7.5;24;4.1
53;2021-04-07-2021-04-13;69;395;63.6;321;81.3;20;5.1;34;8.6;20;5.1
53;2021-04-07-2021-04-13;79;249;62.6;224;90;8;3.2;10;4;7;2.8
53;2021-04-07-2021-04-13;89;131;62.1;104;79.4;6;4.6;15;11.5;6;4.6
53;2021-04-07-2021-04-13;90;53;61.6;44;83;1;1.9;6;11.3;2;3.8
53;2021-04-08-2021-04-14;09;226;61.1;194;85.8;3;1.3;23;10.2;6;2.7
53;2021-04-08-2021-04-14;19;726;59;640;88.2;15;2.1;48;6.6;23;3.2
53;2021-04-08-2021-04-14;29;788;59.6;685;86.9;19;2.4;68;8.6;16;2
53;2021-04-08-2021-04-14;39;605;58.6;530;87.6;17;2.8;44;7.3;14;2.3
53;2021-04-08-2021-04-14;49;736;62.1;660;89.7;12;1.6;50;6.8;14;1.9
53;2021-04-08-2021-04-14;59;596;62.2;501;84.1;28;4.7;45;7.6;22;3.7
53;2021-04-08-2021-04-14;69;391;62.2;321;82.1;25;6.4;28;7.2;17;4.3
53;2021-04-08-2021-04-14;79;252;63.3;225;89.3;10;4;10;4;7;2.8
53;2021-04-08-2021-04-14;89;121;60.2;96;79.3;6;5;13;10.7;6;5
53;2021-04-08-2021-04-14;90;48;60.8;40;83.3;2;4.2;4;8.3;2;4.2
53;2021-04-09-2021-04-15;09;214;59;181;84.6;5;2.3;22;10.3;6;2.8
53;2021-04-09-2021-04-15;19;666;56.8;587;88.1;11;1.7;48;7.2;20;3
53;2021-04-09-2021-04-15;29;753;58.1;658;87.4;16;2.1;65;8.6;14;1.9
53;2021-04-09-2021-04-15;39;591;57.5;522;88.3;20;3.4;40;6.8;9;1.5
53;2021-04-09-2021-04-15;49;683;61.1;615;90;11;1.6;45;6.6;12;1.8
53;2021-04-09-2021-04-15;59;576;61.5;489;84.9;30;5.2;44;7.6;13;2.3
53;2021-04-09-2021-04-15;69;391;61.7;321;82.1;27;6.9;30;7.7;13;3.3
53;2021-04-09-2021-04-15;79;243;64.8;218;89.7;9;3.7;11;4.5;5;2.1
53;2021-04-09-2021-04-15;89;129;60.3;104;80.6;5;3.9;14;10.9;6;4.7
53;2021-04-09-2021-04-15;90;50;60.2;40;80;3;6;5;10;2;4
53;2021-04-10-2021-04-16;09;217;61.5;180;82.9;4;1.8;29;13.4;4;1.8
53;2021-04-10-2021-04-16;19;641;56.7;564;88;14;2.2;45;7;18;2.8
53;2021-04-10-2021-04-16;29;750;57.9;662;88.3;15;2;62;8.3;11;1.5
53;2021-04-10-2021-04-16;39;602;57.9;531;88.2;21;3.5;40;6.6;10;1.7
53;2021-04-10-2021-04-16;49;681;61;614;90.2;11;1.6;45;6.6;11;1.6
53;2021-04-10-2021-04-16;59;574;61.5;483;84.1;25;4.4;54;9.4;12;2.1
53;2021-04-10-2021-04-16;69;395;61.7;325;82.3;28;7.1;31;7.8;11;2.8
53;2021-04-10-2021-04-16;79;215;61.4;192;89.3;9;4.2;10;4.7;4;1.9
53;2021-04-10-2021-04-16;89;133;61.9;106;79.7;3;2.3;18;13.5;6;4.5
53;2021-04-10-2021-04-16;90;57;67.1;44;77.2;3;5.3;9;15.8;1;1.8
53;2021-04-11-2021-04-17;09;239;63.1;196;82;6;2.5;31;13;6;2.5
53;2021-04-11-2021-04-17;19;659;57.3;580;88;15;2.3;45;6.8;19;2.9
53;2021-04-11-2021-04-17;29;753;57.6;665;88.3;14;1.9;65;8.6;9;1.2
53;2021-04-11-2021-04-17;39;640;58.5;558;87.2;24;3.8;48;7.5;10;1.6
53;2021-04-11-2021-04-17;49;701;61.7;634;90.4;11;1.6;45;6.4;11;1.6
53;2021-04-11-2021-04-17;59;595;62.3;504;84.7;23;3.9;53;8.9;15;2.5
53;2021-04-11-2021-04-17;69;380;59.8;311;81.8;27;7.1;31;8.2;11;2.9
53;2021-04-11-2021-04-17;79;219;61.2;192;87.7;9;4.1;14;6.4;4;1.8
53;2021-04-11-2021-04-17;89;145;63.6;117;80.7;3;2.1;18;12.4;7;4.8
53;2021-04-11-2021-04-17;90;57;67.1;42;73.7;4;7;11;19.3;0;0
53;2021-04-12-2021-04-18;09;243;63.6;200;82.3;6;2.5;31;12.8;6;2.5
53;2021-04-12-2021-04-18;19;659;57.2;581;88.2;15;2.3;45;6.8;18;2.7
53;2021-04-12-2021-04-18;29;769;58.6;681;88.6;13;1.7;66;8.6;9;1.2
53;2021-04-12-2021-04-18;39;647;58.8;565;87.3;25;3.9;47;7.3;10;1.5
53;2021-04-12-2021-04-18;49;704;62.1;635;90.2;12;1.7;45;6.4;12;1.7
53;2021-04-12-2021-04-18;59;604;62.8;512;84.8;23;3.8;54;8.9;15;2.5
53;2021-04-12-2021-04-18;69;381;60.4;314;82.4;27;7.1;28;7.3;12;3.1
53;2021-04-12-2021-04-18;79;219;61.5;191;87.2;9;4.1;15;6.8;4;1.8
53;2021-04-12-2021-04-18;89;145;64.2;117;80.7;3;2.1;18;12.4;7;4.8
53;2021-04-12-2021-04-18;90;50;64.1;38;76;4;8;8;16;0;0
53;2021-04-13-2021-04-19;09;272;66.5;227;83.5;7;2.6;32;11.8;6;2.2
53;2021-04-13-2021-04-19;19;660;59.3;576;87.3;17;2.6;52;7.9;15;2.3
53;2021-04-13-2021-04-19;29;741;58.9;661;89.2;10;1.3;64;8.6;6;0.8
53;2021-04-13-2021-04-19;39;654;59.3;570;87.2;28;4.3;49;7.5;7;1.1
53;2021-04-13-2021-04-19;49;694;62.7;631;90.9;12;1.7;41;5.9;10;1.4
53;2021-04-13-2021-04-19;59;626;64.5;536;85.6;24;3.8;56;8.9;10;1.6
53;2021-04-13-2021-04-19;69;382;61.4;322;84.3;28;7.3;25;6.5;7;1.8
53;2021-04-13-2021-04-19;79;220;62.7;186;84.5;11;5;20;9.1;3;1.4
53;2021-04-13-2021-04-19;89;142;65.7;114;80.3;3;2.1;19;13.4;6;4.2
53;2021-04-13-2021-04-19;90;57;66.3;44;77.2;4;7;9;15.8;0;0
53;2021-04-14-2021-04-20;09;279;67.9;234;83.9;9;3.2;33;11.8;3;1.1
53;2021-04-14-2021-04-20;19;616;59.7;538;87.3;15;2.4;51;8.3;12;1.9
53;2021-04-14-2021-04-20;29;779;61.5;697;89.5;11;1.4;66;8.5;5;0.6
53;2021-04-14-2021-04-20;39;645;62.6;563;87.3;28;4.3;46;7.1;8;1.2
53;2021-04-14-2021-04-20;49;684;64.9;620;90.6;13;1.9;40;5.8;11;1.6
53;2021-04-14-2021-04-20;59;644;66.5;561;87.1;26;4;49;7.6;8;1.2
53;2021-04-14-2021-04-20;69;390;63.2;319;81.8;30;7.7;32;8.2;9;2.3
53;2021-04-14-2021-04-20;79;222;66.5;184;82.9;13;5.9;21;9.5;4;1.8
53;2021-04-14-2021-04-20;89;148;67.6;119;80.4;1;0.7;24;16.2;4;2.7
53;2021-04-14-2021-04-20;90;51;65.4;38;74.5;4;7.8;9;17.6;0;0
53;2021-04-15-2021-04-21;09;268;67.7;224;83.6;9;3.4;31;11.6;4;1.5
53;2021-04-15-2021-04-21;19;632;61.5;549;86.9;18;2.8;53;8.4;12;1.9
53;2021-04-15-2021-04-21;29;790;62.7;710;89.9;12;1.5;62;7.8;6;0.8
53;2021-04-15-2021-04-21;39;638;61.7;561;87.9;26;4.1;44;6.9;7;1.1
53;2021-04-15-2021-04-21;49;659;63.9;598;90.7;9;1.4;42;6.4;10;1.5
53;2021-04-15-2021-04-21;59;623;66.3;551;88.4;21;3.4;44;7.1;7;1.1
53;2021-04-15-2021-04-21;69;369;61.9;309;83.7;21;5.7;31;8.4;8;2.2
53;2021-04-15-2021-04-21;79;216;66.1;179;82.9;11;5.1;24;11.1;2;0.9
53;2021-04-15-2021-04-21;89;156;68.1;126;80.8;2;1.3;22;14.1;6;3.8
53;2021-04-15-2021-04-21;90;56;60.9;43;76.8;3;5.4;10;17.9;0;0
53;2021-04-16-2021-04-22;09;261;66.2;219;83.9;7;2.7;31;11.9;4;1.5
53;2021-04-16-2021-04-22;19;642;61.4;565;88;18;2.8;50;7.8;9;1.4
53;2021-04-16-2021-04-22;29;813;64.9;734;90.3;11;1.4;62;7.6;6;0.7
53;2021-04-16-2021-04-22;39;633;62.2;557;88;21;3.3;47;7.4;8;1.3
53;2021-04-16-2021-04-22;49;681;64.4;617;90.6;10;1.5;45;6.6;9;1.3
53;2021-04-16-2021-04-22;59;619;66.8;550;88.9;21;3.4;41;6.6;7;1.1
53;2021-04-16-2021-04-22;69;377;64.4;321;85.1;18;4.8;31;8.2;7;1.9
53;2021-04-16-2021-04-22;79;216;66.5;178;82.4;12;5.6;24;11.1;2;0.9
53;2021-04-16-2021-04-22;89;153;69.5;124;81;3;2;21;13.7;5;3.3
53;2021-04-16-2021-04-22;90;60;65.2;46;76.7;5;8.3;9;15;0;0
53;2021-04-17-2021-04-23;09;266;64.7;228;85.7;8;3;25;9.4;5;1.9
53;2021-04-17-2021-04-23;19;601;60;532;88.5;16;2.7;44;7.3;9;1.5
53;2021-04-17-2021-04-23;29;815;64.6;740;90.8;9;1.1;59;7.2;7;0.9
53;2021-04-17-2021-04-23;39;634;63.1;565;89.1;18;2.8;45;7.1;6;0.9
53;2021-04-17-2021-04-23;49;658;64.3;595;90.4;12;1.8;42;6.4;9;1.4
53;2021-04-17-2021-04-23;59;625;67.1;564;90.2;20;3.2;35;5.6;6;1
53;2021-04-17-2021-04-23;69;357;64.6;304;85.2;15;4.2;29;8.1;9;2.5
53;2021-04-17-2021-04-23;79;215;65.5;178;82.8;13;6;21;9.8;3;1.4
53;2021-04-17-2021-04-23;89;141;68.4;117;83;3;2.1;15;10.6;6;4.3
53;2021-04-17-2021-04-23;90;50;61;39;78;5;10;6;12;0;0
53;2021-04-18-2021-04-24;09;267;64.8;233;87.3;6;2.2;24;9;4;1.5
53;2021-04-18-2021-04-24;19;587;60.5;521;88.8;16;2.7;43;7.3;7;1.2
53;2021-04-18-2021-04-24;29;810;65.1;731;90.2;10;1.2;61;7.5;8;1
53;2021-04-18-2021-04-24;39;611;63.8;545;89.2;17;2.8;43;7;6;1
53;2021-04-18-2021-04-24;49;638;65.2;579;90.8;13;2;39;6.1;7;1.1
53;2021-04-18-2021-04-24;59;596;66.4;537;90.1;18;3;38;6.4;3;0.5
53;2021-04-18-2021-04-24;69;363;65.6;309;85.1;17;4.7;29;8;8;2.2
53;2021-04-18-2021-04-24;79;219;67.2;181;82.6;16;7.3;19;8.7;3;1.4
53;2021-04-18-2021-04-24;89;131;68.6;109;83.2;4;3.1;14;10.7;4;3.1
53;2021-04-18-2021-04-24;90;47;58;39;83;4;8.5;4;8.5;0;0
53;2021-04-19-2021-04-25;09;267;64.3;232;86.9;6;2.2;25;9.4;4;1.5
53;2021-04-19-2021-04-25;19;595;60.8;529;88.9;16;2.7;43;7.2;7;1.2
53;2021-04-19-2021-04-25;29;796;64.5;717;90.1;11;1.4;60;7.5;8;1
53;2021-04-19-2021-04-25;39;613;64.1;545;88.9;16;2.6;46;7.5;6;1
53;2021-04-19-2021-04-25;49;632;65.4;575;91;12;1.9;39;6.2;6;0.9
53;2021-04-19-2021-04-25;59;592;66;531;89.7;19;3.2;39;6.6;3;0.5
53;2021-04-19-2021-04-25;69;368;65.5;314;85.3;17;4.6;30;8.2;7;1.9
53;2021-04-19-2021-04-25;79;219;67.2;180;82.2;16;7.3;20;9.1;3;1.4
53;2021-04-19-2021-04-25;89;135;67.8;110;81.5;4;3;17;12.6;4;3
53;2021-04-19-2021-04-25;90;49;59.8;40;81.6;5;10.2;4;8.2;0;0
53;2021-04-20-2021-04-26;09;253;62.8;219;86.6;5;2;24;9.5;5;2
53;2021-04-20-2021-04-26;19;590;60;532;90.2;10;1.7;41;6.9;7;1.2
53;2021-04-20-2021-04-26;29;788;65.2;700;88.8;11;1.4;67;8.5;10;1.3
53;2021-04-20-2021-04-26;39;592;64.1;521;88;12;2;52;8.8;7;1.2
53;2021-04-20-2021-04-26;49;571;63;522;91.4;10;1.8;34;6;5;0.9
53;2021-04-20-2021-04-26;59;560;65.3;507;90.5;16;2.9;36;6.4;1;0.2
53;2021-04-20-2021-04-26;69;343;65.1;288;84;16;4.7;32;9.3;7;2
53;2021-04-20-2021-04-26;79;194;67.4;164;84.5;13;6.7;14;7.2;3;1.5
53;2021-04-20-2021-04-26;89;135;66.5;106;78.5;4;3;20;14.8;5;3.7
53;2021-04-20-2021-04-26;90;41;60.3;33;80.5;5;12.2;3;7.3;0;0
53;2021-04-21-2021-04-27;09;228;60.5;197;86.4;2;0.9;23;10.1;6;2.6
53;2021-04-21-2021-04-27;19;586;60.6;527;89.9;12;2;40;6.8;7;1.2
53;2021-04-21-2021-04-27;29;723;63.3;638;88.2;10;1.4;64;8.9;11;1.5
53;2021-04-21-2021-04-27;39;562;61;494;87.9;11;2;51;9.1;6;1.1
53;2021-04-21-2021-04-27;49;534;61.8;488;91.4;10;1.9;32;6;4;0.7
53;2021-04-21-2021-04-27;59;538;64.4;487;90.5;10;1.9;39;7.2;2;0.4
53;2021-04-21-2021-04-27;69;311;63;269;86.5;10;3.2;27;8.7;5;1.6
53;2021-04-21-2021-04-27;79;171;63.3;148;86.5;8;4.7;13;7.6;2;1.2
53;2021-04-21-2021-04-27;89;118;64.1;91;77.1;4;3.4;16;13.6;7;5.9
53;2021-04-21-2021-04-27;90;45;63.4;34;75.6;6;13.3;5;11.1;0;0
53;2021-04-22-2021-04-28;09;224;59.1;196;87.5;2;0.9;21;9.4;5;2.2
53;2021-04-22-2021-04-28;19;561;60.4;506;90.2;13;2.3;36;6.4;6;1.1
53;2021-04-22-2021-04-28;29;662;61.3;572;86.4;12;1.8;68;10.3;10;1.5
53;2021-04-22-2021-04-28;39;545;62.7;477;87.5;12;2.2;51;9.4;5;0.9
53;2021-04-22-2021-04-28;49;511;61.9;463;90.6;9;1.8;34;6.7;5;1
53;2021-04-22-2021-04-28;59;500;63.7;444;88.8;9;1.8;41;8.2;6;1.2
53;2021-04-22-2021-04-28;69;308;64.7;263;85.4;11;3.6;28;9.1;6;1.9
53;2021-04-22-2021-04-28;79;149;60.3;131;87.9;7;4.7;9;6;2;1.3
53;2021-04-22-2021-04-28;89;113;65.7;81;71.7;3;2.7;25;22.1;4;3.5
53;2021-04-22-2021-04-28;90;46;69.7;29;63;6;13;11;23.9;0;0
53;2021-04-23-2021-04-29;09;228;61.3;203;89;3;1.3;18;7.9;4;1.8
53;2021-04-23-2021-04-29;19;548;61.1;494;90.1;14;2.6;35;6.4;5;0.9
53;2021-04-23-2021-04-29;29;629;60;546;86.8;14;2.2;61;9.7;8;1.3
53;2021-04-23-2021-04-29;39;512;61.2;451;88.1;13;2.5;45;8.8;3;0.6
53;2021-04-23-2021-04-29;49;471;61.1;422;89.6;9;1.9;34;7.2;6;1.3
53;2021-04-23-2021-04-29;59;465;62;405;87.1;10;2.2;44;9.5;6;1.3
53;2021-04-23-2021-04-29;69;267;60.7;228;85.4;7;2.6;26;9.7;6;2.2
53;2021-04-23-2021-04-29;79;139;58.4;118;84.9;8;5.8;10;7.2;3;2.2
53;2021-04-23-2021-04-29;89;108;65.9;77;71.3;4;3.7;23;21.3;4;3.7
53;2021-04-23-2021-04-29;90;38;66.7;24;63.2;4;10.5;10;26.3;0;0
53;2021-04-24-2021-04-30;09;219;57.9;197;90;2;0.9;17;7.8;3;1.4
53;2021-04-24-2021-04-30;19;536;59.5;475;88.6;15;2.8;42;7.8;4;0.7
53;2021-04-24-2021-04-30;29;589;58.4;507;86.1;14;2.4;62;10.5;6;1
53;2021-04-24-2021-04-30;39;454;57.9;389;85.7;13;2.9;49;10.8;3;0.7
53;2021-04-24-2021-04-30;49;425;58.1;374;88;7;1.6;38;8.9;6;1.4
53;2021-04-24-2021-04-30;59;433;59.7;368;85;15;3.5;45;10.4;5;1.2
53;2021-04-24-2021-04-30;69;248;58.9;210;84.7;7;2.8;27;10.9;4;1.6
53;2021-04-24-2021-04-30;79;132;58.9;113;85.6;7;5.3;10;7.6;2;1.5
53;2021-04-24-2021-04-30;89;102;64.2;68;66.7;5;4.9;26;25.5;3;2.9
53;2021-04-24-2021-04-30;90;46;68.7;30;65.2;4;8.7;12;26.1;0;0
53;2021-04-25-2021-05-01;09;192;57.3;174;90.6;3;1.6;13;6.8;2;1
53;2021-04-25-2021-05-01;19;489;59.3;430;87.9;15;3.1;39;8;5;1
53;2021-04-25-2021-05-01;29;543;58.4;470;86.6;12;2.2;56;10.3;5;0.9
53;2021-04-25-2021-05-01;39;398;56.5;340;85.4;11;2.8;44;11.1;3;0.8
53;2021-04-25-2021-05-01;49;387;58.4;335;86.6;7;1.8;39;10.1;6;1.6
53;2021-04-25-2021-05-01;59;400;60.4;340;85;15;3.8;40;10;5;1.2
53;2021-04-25-2021-05-01;69;223;59.8;189;84.8;4;1.8;26;11.7;4;1.8
53;2021-04-25-2021-05-01;79;115;57.2;101;87.8;4;3.5;8;7;2;1.7
53;2021-04-25-2021-05-01;89;97;63;64;66;4;4.1;26;26.8;3;3.1
53;2021-04-25-2021-05-01;90;47;71.2;29;61.7;4;8.5;13;27.7;1;2.1
53;2021-04-26-2021-05-02;09;190;57.1;172;90.5;3;1.6;13;6.8;2;1.1
53;2021-04-26-2021-05-02;19;474;58.4;415;87.6;15;3.2;39;8.2;5;1.1
53;2021-04-26-2021-05-02;29;537;58.4;463;86.2;11;2;58;10.8;5;0.9
53;2021-04-26-2021-05-02;39;391;55.7;337;86.2;11;2.8;40;10.2;3;0.8
53;2021-04-26-2021-05-02;49;384;57.8;330;85.9;7;1.8;41;10.7;6;1.6
53;2021-04-26-2021-05-02;59;402;60.9;342;85.1;15;3.7;39;9.7;6;1.5
53;2021-04-26-2021-05-02;69;216;59.7;181;83.8;4;1.9;26;12;5;2.3
53;2021-04-26-2021-05-02;79;113;56.5;100;88.5;4;3.5;7;6.2;2;1.8
53;2021-04-26-2021-05-02;89;90;62.1;60;66.7;4;4.4;23;25.6;3;3.3
53;2021-04-26-2021-05-02;90;45;68.2;28;62.2;3;6.7;13;28.9;1;2.2
53;2021-04-27-2021-05-03;09;193;56.3;168;87;5;2.6;18;9.3;2;1
53;2021-04-27-2021-05-03;19;429;55.9;369;86;15;3.5;41;9.6;4;0.9
53;2021-04-27-2021-05-03;29;526;56.8;454;86.3;15;2.9;52;9.9;5;1
53;2021-04-27-2021-05-03;39;371;55.5;322;86.8;12;3.2;35;9.4;2;0.5
53;2021-04-27-2021-05-03;49;361;56.8;305;84.5;6;1.7;44;12.2;6;1.7
53;2021-04-27-2021-05-03;59;380;59.4;316;83.2;15;3.9;43;11.3;6;1.6
53;2021-04-27-2021-05-03;69;192;58.5;161;83.9;4;2.1;22;11.5;5;2.6
53;2021-04-27-2021-05-03;79;105;53;92;87.6;3;2.9;9;8.6;1;1
53;2021-04-27-2021-05-03;89;77;60.6;52;67.5;4;5.2;19;24.7;2;2.6
53;2021-04-27-2021-05-03;90;44;62.9;26;59.1;3;6.8;14;31.8;1;2.3
53;2021-04-28-2021-05-04;09;209;57.7;179;85.6;7;3.3;22;10.5;1;0.5
53;2021-04-28-2021-05-04;19;409;53.5;343;83.9;12;2.9;49;12;5;1.2
53;2021-04-28-2021-05-04;29;526;58.2;447;85;16;3;56;10.6;7;1.3
53;2021-04-28-2021-05-04;39;362;58;314;86.7;10;2.8;37;10.2;1;0.3
53;2021-04-28-2021-05-04;49;363;58.5;309;85.1;6;1.7;43;11.8;5;1.4
53;2021-04-28-2021-05-04;59;340;57.9;280;82.4;14;4.1;41;12.1;5;1.5
53;2021-04-28-2021-05-04;69;174;53.7;148;85.1;3;1.7;18;10.3;5;2.9
53;2021-04-28-2021-05-04;79;101;52.3;87;86.1;4;4;9;8.9;1;1
53;2021-04-28-2021-05-04;89;76;63.3;53;69.7;4;5.3;19;25;0;0
53;2021-04-28-2021-05-04;90;44;63.8;29;65.9;2;4.5;12;27.3;1;2.3
53;2021-04-29-2021-05-05;09;235;62.3;199;84.7;10;4.3;25;10.6;1;0.4
53;2021-04-29-2021-05-05;19;404;53.9;336;83.2;7;1.7;56;13.9;5;1.2
53;2021-04-29-2021-05-05;29;538;59.4;457;84.9;15;2.8;58;10.8;8;1.5
53;2021-04-29-2021-05-05;39;361;57.9;303;83.9;13;3.6;42;11.6;3;0.8
53;2021-04-29-2021-05-05;49;362;58.3;313;86.5;7;1.9;37;10.2;5;1.4
53;2021-04-29-2021-05-05;59;347;58;288;83;14;4;44;12.7;1;0.3
53;2021-04-29-2021-05-05;69;162;52.1;137;84.6;3;1.9;18;11.1;4;2.5
53;2021-04-29-2021-05-05;79;93;52.2;78;83.9;4;4.3;10;10.8;1;1.1
53;2021-04-29-2021-05-05;89;67;62;49;73.1;4;6;13;19.4;1;1.5
53;2021-04-29-2021-05-05;90;38;57.6;30;78.9;1;2.6;5;13.2;2;5.3
53;2021-04-30-2021-05-06;09;261;62.1;217;83.1;10;3.8;33;12.6;1;0.4
53;2021-04-30-2021-05-06;19;399;54.1;330;82.7;9;2.3;55;13.8;5;1.3
53;2021-04-30-2021-05-06;29;528;58.6;451;85.4;14;2.7;54;10.2;9;1.7
53;2021-04-30-2021-05-06;39;348;58.8;294;84.5;12;3.4;39;11.2;3;0.9
53;2021-04-30-2021-05-06;49;367;58.2;318;86.6;8;2.2;36;9.8;5;1.4
53;2021-04-30-2021-05-06;59;349;59.3;294;84.2;10;2.9;42;12;3;0.9
53;2021-04-30-2021-05-06;69;175;55.2;148;84.6;5;2.9;18;10.3;4;2.3
53;2021-04-30-2021-05-06;79;78;48.4;68;87.2;1;1.3;7;9;2;2.6
53;2021-04-30-2021-05-06;89;60;59.4;44;73.3;2;3.3;13;21.7;1;1.7
53;2021-04-30-2021-05-06;90;36;56.2;28;77.8;1;2.8;5;13.9;2;5.6
53;2021-05-01-2021-05-07;09;268;61.2;219;81.7;10;3.7;37;13.8;2;0.7
53;2021-05-01-2021-05-07;19;404;56.4;336;83.2;7;1.7;55;13.6;6;1.5
53;2021-05-01-2021-05-07;29;532;61.3;450;84.6;13;2.4;60;11.3;9;1.7
53;2021-05-01-2021-05-07;39;377;61.2;326;86.5;11;2.9;37;9.8;3;0.8
53;2021-05-01-2021-05-07;49;383;60.2;332;86.7;8;2.1;39;10.2;4;1
53;2021-05-01-2021-05-07;59;331;60;284;85.8;6;1.8;36;10.9;5;1.5
53;2021-05-01-2021-05-07;69;165;56.1;138;83.6;6;3.6;15;9.1;6;3.6
53;2021-05-01-2021-05-07;79;75;50.3;61;81.3;1;1.3;10;13.3;3;4
53;2021-05-01-2021-05-07;89;60;62.5;45;75;1;1.7;12;20;2;3.3
53;2021-05-01-2021-05-07;90;27;52.9;22;81.5;1;3.7;2;7.4;2;7.4
53;2021-05-02-2021-05-08;09;272;60.4;223;82;9;3.3;38;14;2;0.7
53;2021-05-02-2021-05-08;19;404;56.7;339;83.9;6;1.5;54;13.4;5;1.2
53;2021-05-02-2021-05-08;29;530;61.8;448;84.5;13;2.5;60;11.3;9;1.7
53;2021-05-02-2021-05-08;39;385;61.4;333;86.5;13;3.4;36;9.4;3;0.8
53;2021-05-02-2021-05-08;49;389;61.2;338;86.9;7;1.8;39;10;5;1.3
53;2021-05-02-2021-05-08;59;332;60.8;284;85.5;6;1.8;37;11.1;5;1.5
53;2021-05-02-2021-05-08;69;165;56.7;137;83;7;4.2;14;8.5;7;4.2
53;2021-05-02-2021-05-08;79;69;48.9;55;79.7;1;1.4;10;14.5;3;4.3
53;2021-05-02-2021-05-08;89;59;62.1;44;74.6;1;1.7;11;18.6;3;5.1
53;2021-05-02-2021-05-08;90;24;50;21;87.5;1;4.2;1;4.2;1;4.2
53;2021-05-03-2021-05-09;09;275;61;225;81.8;9;3.3;39;14.2;2;0.7
53;2021-05-03-2021-05-09;19;410;57.4;344;83.9;7;1.7;54;13.2;5;1.2
53;2021-05-03-2021-05-09;29;533;62.1;453;85;13;2.4;58;10.9;9;1.7
53;2021-05-03-2021-05-09;39;383;61.9;331;86.4;13;3.4;36;9.4;3;0.8
53;2021-05-03-2021-05-09;49;388;61.1;339;87.4;7;1.8;37;9.5;5;1.3
53;2021-05-03-2021-05-09;59;326;60.3;281;86.2;5;1.5;36;11;4;1.2
53;2021-05-03-2021-05-09;69;164;56.7;137;83.5;8;4.9;13;7.9;6;3.7
53;2021-05-03-2021-05-09;79;66;49.3;53;80.3;1;1.5;9;13.6;3;4.5
53;2021-05-03-2021-05-09;89;60;61.9;44;73.3;1;1.7;11;18.3;4;6.7
53;2021-05-03-2021-05-09;90;24;51.1;21;87.5;1;4.2;1;4.2;1;4.2
53;2021-05-04-2021-05-10;09;279;62;229;82.1;9;3.2;39;14;2;0.7
53;2021-05-04-2021-05-10;19;433;59.2;363;83.8;8;1.8;56;12.9;6;1.4
53;2021-05-04-2021-05-10;29;501;62.2;425;84.8;12;2.4;56;11.2;8;1.6
53;2021-05-04-2021-05-10;39;392;63.7;343;87.5;10;2.6;35;8.9;4;1
53;2021-05-04-2021-05-10;49;412;63.9;363;88.1;6;1.5;36;8.7;7;1.7
53;2021-05-04-2021-05-10;59;333;64;288;86.5;6;1.8;34;10.2;5;1.5
53;2021-05-04-2021-05-10;69;167;57.4;140;83.8;7;4.2;14;8.4;6;3.6
53;2021-05-04-2021-05-10;79;73;54.1;53;72.6;3;4.1;13;17.8;4;5.5
53;2021-05-04-2021-05-10;89;57;61.3;41;71.9;3;5.3;9;15.8;4;7
53;2021-05-04-2021-05-10;90;23;56.1;19;82.6;2;8.7;1;4.3;1;4.3
53;2021-05-05-2021-05-11;09;279;62.7;234;83.9;7;2.5;34;12.2;4;1.4
53;2021-05-05-2021-05-11;19;452;62.8;387;85.6;8;1.8;54;11.9;3;0.7
53;2021-05-05-2021-05-11;29;492;61.7;418;85;13;2.6;55;11.2;6;1.2
53;2021-05-05-2021-05-11;39;407;65.1;357;87.7;11;2.7;34;8.4;5;1.2
53;2021-05-05-2021-05-11;49;405;63;353;87.2;5;1.2;40;9.9;7;1.7
53;2021-05-05-2021-05-11;59;351;66.6;302;86;6;1.7;38;10.8;5;1.4
53;2021-05-05-2021-05-11;69;176;65.7;148;84.1;9;5.1;15;8.5;4;2.3
